Node,X,Y,Z,Subnodes,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
DAD,25.22672259,-147.27426,0.517395628,DAD-10,CAB_GEL_EGG_GET_OAK,CAB-DAD_DAD-GEL_DAD-EGG_DAD-GET_DAD-OAK,CAB-DAD-10_DAD-GEL-10_DAD-EGG-10_DAD-GET-10_DAD-OAK-10,CAB-10_GEL-10_EGG-10_GET-10_OAK-10,0,inner,right
GOO,-41.85655141,-112.918897,27.08052363,GOO-13_GOO-12_GOO-10,ALL_YAK_KEY,ALL-GOO_GOO-YAK_GOO-KEY,ALL-GOO-10_GOO-YAK-13_GOO-KEY-12,ALL-10_YAK-13_KEY-12,0,inner,left
FRO,83.11559959,92.49394598,-76.93202537,FRO-1,RAW_WHO_GUN_ASK,FRO-RAW_FRO-WHO_FRO-GUN_ASK-FRO,FRO-RAW-1_FRO-WHO-1_FRO-GUN-1_ASK-FRO-2,RAW-1_WHO-1_GUN-1_ASK-2,0,outer,right
ICE,-101.6621224,2.311318983,18.75995663,ICE-6_ICE-4,GIN_SAY_HAM_MAD,GIN-ICE_ICE-SAY_HAM-ICE_ICE-MAD,ICE-SAY-4_GIN-ICE-6_HAM-ICE-6_ICE-MAD-6,SAY-4_GIN-6_HAM-6_MAD-12,0,outer,left
HOW,3.807477594,116.592725,4.278644628,HOW-5_HOW-1,WAR_PIE_SHY,HOW-WAR_HOW-PIE_HOW-SHY,HOW-PIE-1_HOW-WAR-5_HOW-SHY-5,PIE-1_WAR-5_SHY-5,0,inner,mid
HOT,4.710215594,-98.76846102,58.92129363,HOT-13,PRO_PIG_ZAP_JAM_OLD,HOT-PRO_HOT-PIG_HOT-ZAP_HOT-JAM_HOT-OLD,HOT-PRO-13_HOT-PIG-13_HOT-ZAP-13_HOT-JAM-13_HOT-OLD-13,PRO-13_PIG-13_ZAP-13_JAM-13_OLD-13,0,outer,mid
IRE,36.45626059,-3.166204017,68.58317463,IRE-14_IRE-7,AHI_ERA_YES_MAC_EVE_GIG_LAW_RIB,AHI-IRE_ERA-IRE_IRE-YES_IRE-MAC_EVE-IRE_GIG-IRE_IRE-LAW_IRE-RIB,ERA-IRE-14_EVE-IRE-14_GIG-IRE-14_IRE-LAW-14_IRE-RIB-14_AHI-IRE-7_IRE-YES-7_IRE-MAC-7,ERA-14_EVE-14_GIG-14_LAW-14_RIB-14_AHI-7_YES-7_MAC-7,0,outer,right
NAN,-56.65210441,24.70875698,41.61903863,NAN-6,DUH_FAN_HAM,DUH-NAN_FAN-NAN_HAM-NAN,DUH-NAN-6_FAN-NAN-6_HAM-NAN-6,DUH-6_FAN-6_HAM-6,0,inner,left
ART,-85.24824141,-58.83866602,26.52474063,ART-12,COY_FIG_ASH_MAD_NOR_KIT,ART-COY_ART-FIG_ART-ASH_ART-MAD_ART-NOR_ART-KIT,ART-COY-12_ART-FIG-12_ART-ASH-12_ART-MAD-12_ART-NOR-12_ART-KIT-12,COY-12_FIG-12_ASH-12_MAD-12_NOR-12_KIT-9,0,outer,left
HAY,78.44892959,-66.37617402,-66.96744137,HAY-8,BAM_WIN_YAY_SAW,BAM-HAY_HAY-WIN_HAY-YAY_HAY-SAW,BAM-HAY-8_HAY-WIN-8_HAY-YAY-8_HAY-SAW-8,BAM-8_WIN-8_YAY-8_SAW-8,1,outer,right
ARM,65.19910059,101.295225,14.24669263,ARM-1,ELF_BIO_WET_DUB_BRO,ARM-ELF_ARM-BIO_ARM-WET_ARM-DUB_ARM-BRO,ARM-ELF-1_ARM-BIO-1_ARM-WET-1_ARM-DUB-1_ARM-BRO-1,ELF-1_BIO-1_WET-1_DUB-1_BRO-7,0,outer,right
