Node_with_Module,Node,Module,X,Y,Z,Neighbor_Nodes,Bars,Bars_with_Module_Nums,Nodes_with_Module_Nums
DUH-6,DUH,6,345.07075,4.700663,141.359139,ACT_TRY_NAN_MOP_SOY_HAM,ACT-DUH_DUH-TRY_DUH-NAN_DUH-MOP_DUH-SOY_DUH-HAM,ACT-DUH-6_DUH-TRY-6_DUH-NAN-6_DUH-MOP-6_DUH-SOY-6_DUH-HAM-6,ACT-6_TRY-6_NAN-6_MOP-6_SOY-6_HAM-6
YAY-8,YAY,8,449.08472,-78.888598,24.9626,AMP_BAM_CAB_HAY_JAR_SAW_SEX_TAR,AMP-YAY_BAM-YAY_CAB-YAY_HAY-YAY_JAR-YAY_SAW-YAY_SEX-YAY_TAR-YAY,AMP-YAY-8_BAM-YAY-8_HAY-YAY-8_JAR-YAY-8_SAW-YAY-8_SEX-YAY-8_TAR-YAY-8_CAB-YAY-10,AMP-8_BAM-8_HAY-8_JAR-8_SAW-8_SEX-8_TAR-8_CAB-10
FOG-14,FOG,6,384.621758,-25.471226,156.394278,TAU_LAW_TRY_RIB_SOY_OLD,FOG-TAU_FOG-LAW_FOG-TRY_FOG-RIB_FOG-SOY_FOG-OLD,FOG-TAU-14_FOG-LAW-14_FOG-RIB-14_FOG-OLD-14_FOG-TAU-6_FOG-TRY-6_FOG-RIB-6_FOG-SOY-6,TAU-14_LAW-14_RIB-14_OLD-14_TAU-6_TRY-6_RIB-6_SOY-6
KEY-12,KEY,9,327.356785,-117.664221,89.596648,FIG_GOO_WOW_NOR_SAD_WIG,FIG-KEY_GOO-KEY_KEY-WOW_KEY-NOR_KEY-SAD_KEY-WIG,FIG-KEY-12_GOO-KEY-12_KEY-NOR-12_KEY-WOW-9_KEY-NOR-9_KEY-WIG-9_KEY-SAD-9,FIG-12_GOO-12_NOR-12_WOW-9_NOR-9_WIG-9_SAD-10
WAX-3,WAX,3,335.512218,112.769001,-17.174624,AIM_GUT_HEX_LID_MIX_MOM_SIP,AIM-WAX_GUT-WAX_HEX-WAX_LID-WAX_MIX-WAX_MOM-WAX_SIP-WAX,AIM-WAX-3_GUT-WAX-3_HEX-WAX-3_LID-WAX-3_MIX-WAX-3_MOM-WAX-3_SIP-WAX-3,AIM-3_GUT-3_HEX-3_LID-3_MIX-3_MOM-3_SIP-3
ERA-14,ERA,6,410.282642,14.139188,139.939988,AHI_IRE_JUG_RIB_YES_SOY_NIL_GIG_PLY_LAW,AHI-ERA_ERA-IRE_ERA-JUG_ERA-RIB_ERA-YES_ERA-SOY_ERA-NIL_ERA-GIG_ERA-PLY_ERA-LAW,ERA-IRE-14_ERA-RIB-14_ERA-GIG-14_ERA-LAW-14_AHI-ERA-7_ERA-IRE-7_ERA-YES-7_ERA-NIL-7_ERA-JUG-6_ERA-RIB-6_ERA-SOY-6_ERA-PLY-6,IRE-14_RIB-14_GIG-14_LAW-14_AHI-7_IRE-7_YES-7_NIL-7_JUG-6_RIB-6_SOY-6_PLY-6
MAC-7,MAC,7,464.704241,0.796896,127.661004,AIR_FIX_GIG_IRE_POP_YES,AIR-MAC_FIX-MAC_GIG-MAC_IRE-MAC_MAC-POP_MAC-YES,AIR-MAC-11_FIX-MAC-11_GIG-MAC-11_FIX-MAC-7_IRE-MAC-7_MAC-POP-7_MAC-YES-7,AIR-11_FIX-11_GIG-11_FIX-7_IRE-7_POP-7_YES-7
NOR-12,NOR,9,320.690786,-91.782949,83.782217,ART_BUG_COY_ELK_FIG_GOO_KEY_KIT_WIG_WOW,ART-NOR_BUG-NOR_COY-NOR_ELK-NOR_FIG-NOR_GOO-NOR_KEY-NOR_KIT-NOR_NOR-WIG_NOR-WOW,ART-NOR-12_BUG-NOR-12_COY-NOR-12_FIG-NOR-12_GOO-NOR-12_KEY-NOR-12_COY-NOR-9_ELK-NOR-9_KEY-NOR-9_KIT-NOR-9_NOR-WIG-9_NOR-WOW-9,ART-12_BUG-12_COY-12_FIG-12_GOO-12_KEY-12_COY-9_ELK-9_KEY-9_KIT-9_WIG-9_WOW-9
NIX-1,NIX,1,416.162406,146.118196,6.598697,LEG_SPY_OVA_WHO_PIE,LEG-NIX_NIX-SPY_NIX-OVA_NIX-WHO_NIX-PIE,LEG-NIX-1_NIX-SPY-1_NIX-OVA-1_NIX-WHO-1_NIX-PIE-1,LEG-1_SPY-1_OVA-1_WHO-1_PIE-1
RIB-6,RIB,6,395.218839,0.298573,155.683107,ERA_FOG_IRE_JUG_LAW_SOY,ERA-RIB_FOG-RIB_IRE-RIB_JUG-RIB_LAW-RIB_RIB-SOY,ERA-RIB-14_FOG-RIB-14_IRE-RIB-14_LAW-RIB-14_ERA-RIB-6_FOG-RIB-6_JUG-RIB-6_RIB-SOY-6,ERA-14_FOG-14_IRE-14_LAW-14_ERA-6_FOG-6_JUG-6_SOY-6
BIO-1,BIO,1,463.012482,118.022659,68.285768,ARM_ELF_JOY_NOM_RAD_SPY,ARM-BIO_BIO-ELF_BIO-JOY_BIO-NOM_BIO-RAD_BIO-SPY,ARM-BIO-1_BIO-ELF-1_BIO-JOY-1_BIO-NOM-1_BIO-RAD-1_BIO-SPY-1,ARM-1_ELF-1_JOY-1_NOM-1_RAD-1_SPY-1
HUG-4,HUG,4,303.083397,17.23733,-12.135834,BOX_CUP_FLU_GYM_VAN_SIR_LID,BOX-HUG_CUP-HUG_FLU-HUG_GYM-HUG_HUG-VAN_HUG-SIR_HUG-LID,BOX-HUG-4_CUP-HUG-4_FLU-HUG-4_GYM-HUG-4_HUG-VAN-4_HUG-SIR-4_HUG-LID-4,BOX-4_CUP-4_FLU-4_GYM-4_VAN-4_SIR-9_LID-3
LAB-13,LAB,12,359.418586,-72.862199,140.166803,BUG_LAM_TAU_YAK_ZAP_OLD,BUG-LAB_LAB-LAM_LAB-TAU_LAB-YAK_LAB-ZAP_LAB-OLD,LAB-TAU-13_LAB-YAK-13_LAB-ZAP-13_LAB-OLD-13_BUG-LAB-12_LAB-LAM-12_LAB-YAK-12,TAU-13_YAK-13_ZAP-13_OLD-13_BUG-12_LAM-12_YAK-12
LAB-12,LAB,12,357.323257,-69.061548,140.0159,BUG_LAM_TAU_YAK_ZAP_OLD,BUG-LAB_LAB-LAM_LAB-TAU_LAB-YAK_LAB-ZAP_LAB-OLD,LAB-TAU-13_LAB-YAK-13_LAB-ZAP-13_LAB-OLD-13_BUG-LAB-12_LAB-LAM-12_LAB-YAK-12,TAU-13_YAK-13_ZAP-13_OLD-13_BUG-12_LAM-12_YAK-12
EYE-7,EYE,7,493.886178,14.45058,94.011663,ACE_GAS_SUN_FIX_IVY_POP,ACE-EYE_EYE-GAS_EYE-SUN_EYE-FIX_EYE-IVY_EYE-POP,ACE-EYE-7_EYE-SUN-7_EYE-FIX-7_EYE-IVY-7_EYE-POP-7_EYE-GAS-7,ACE-7_SUN-7_FIX-7_IVY-7_POP-7_GAS-11
OLD-13,OLD,14,397.719556,-65.718765,148.699391,EVE_FOG_HOT_LAB_LAW_LIE_TAU_ZAP,EVE-OLD_FOG-OLD_HOT-OLD_LAB-OLD_LAW-OLD_LIE-OLD_OLD-TAU_OLD-ZAP,HOT-OLD-13_LAB-OLD-13_LIE-OLD-13_OLD-TAU-13_OLD-ZAP-13_EVE-OLD-14_FOG-OLD-14_LAW-OLD-14_LIE-OLD-14_OLD-TAU-14,HOT-13_LAB-13_LIE-13_TAU-13_ZAP-13_EVE-14_FOG-14_LAW-14_LIE-14_TAU-14
GET-10,GET,10,385.322758,-141.540577,42.426796,CAB_COP_DAD_FOR_OAK_HIP_RUG_WOW_NEW,CAB-GET_COP-GET_DAD-GET_FOR-GET_GET-OAK_GET-HIP_GET-RUG_GET-WOW_GET-NEW,CAB-GET-10_COP-GET-10_DAD-GET-10_FOR-GET-10_GET-OAK-10_GET-HIP-10_GET-RUG-10_GET-WOW-10_GET-NEW-10,CAB-10_COP-10_DAD-10_FOR-10_OAK-10_HIP-10_RUG-10_WOW-10_NEW-10
OAK-10,OAK,10,414.997636,-149.22396,46.74352,CAB_DAD_FOR_GET_ROB,CAB-OAK_DAD-OAK_FOR-OAK_GET-OAK_OAK-ROB,CAB-OAK-10_DAD-OAK-10_FOR-OAK-10_GET-OAK-10_OAK-ROB-10,CAB-10_DAD-10_FOR-10_GET-10_ROB-10
FAX-11,FAX,11,449.475272,-54.441609,131.652682,AIR_COW_EVE_ZOO_LIE_GIG,AIR-FAX_COW-FAX_EVE-FAX_FAX-ZOO_FAX-LIE_FAX-GIG,AIR-FAX-11_COW-FAX-11_FAX-ZOO-11_FAX-LIE-11_FAX-GIG-11_EVE-FAX-14,AIR-11_COW-11_ZOO-11_LIE-11_GIG-11_EVE-14
MIX-3,MIX,3,314.231033,115.837784,17.883396,AGO_AIM_ALA_GUT_HEX_MOM_OAR_WAX,AGO-MIX_AIM-MIX_ALA-MIX_GUT-MIX_HEX-MIX_MIX-MOM_MIX-OAR_MIX-WAX,AGO-MIX-3_AIM-MIX-3_ALA-MIX-3_GUT-MIX-3_HEX-MIX-3_MIX-MOM-3_MIX-OAR-3_MIX-WAX-3,AGO-3_AIM-3_ALA-3_GUT-3_HEX-3_MOM-3_OAR-3_WAX-3
SEX-10,SEX,8,457.382956,-123.751375,59.968317,AMP_CAB_DAD_EAR_GEL_PHI_ROB_SAW_TAR_YAY,AMP-SEX_CAB-SEX_DAD-SEX_EAR-SEX_GEL-SEX_PHI-SEX_ROB-SEX_SAW-SEX_SEX-TAR_SEX-YAY,AMP-SEX-10_CAB-SEX-10_DAD-SEX-10_EAR-SEX-10_GEL-SEX-10_ROB-SEX-10_AMP-SEX-8_PHI-SEX-8_SAW-SEX-8_SEX-TAR-8_SEX-YAY-8,AMP-10_CAB-10_DAD-10_EAR-10_GEL-10_ROB-10_AMP-8_PHI-8_SAW-8_TAR-8_YAY-8
ETA-8,ETA,8,496.072226,-15.23781,26.953089,BAH_BAM_BOY_CIS_TUX_LUG_IVY_FOX_PAY_TAG_JAR_WIN,BAH-ETA_BAM-ETA_BOY-ETA_CIS-ETA_ETA-TUX_ETA-LUG_ETA-IVY_ETA-FOX_ETA-PAY_ETA-TAG_ETA-JAR_ETA-WIN,BAH-ETA-2_BOY-ETA-2_CIS-ETA-2_ETA-TUX-2_ETA-IVY-2_ETA-FOX-2_ETA-TAG-2_BAH-ETA-8_BAM-ETA-8_ETA-TUX-8_ETA-LUG-8_ETA-PAY-8_ETA-JAR-8_ETA-WIN-8,BAH-2_BOY-2_CIS-2_TUX-2_IVY-2_FOX-2_TAG-2_BAH-8_BAM-8_TUX-8_LUG-8_PAY-8_JAR-8_WIN-8
ACT-12,ACT,6,347.431764,-23.383274,125.895951,BUG_ASH_LAM_TRY_DUH_NAN_TAU_SOY_HAM_LAX,ACT-BUG_ACT-ASH_ACT-LAM_ACT-TRY_ACT-DUH_ACT-NAN_ACT-TAU_ACT-SOY_ACT-HAM_ACT-LAX,ACT-BUG-12_ACT-ASH-12_ACT-LAM-12_ACT-LAX-12_ACT-TRY-6_ACT-DUH-6_ACT-NAN-6_ACT-TAU-6_ACT-SOY-6_ACT-HAM-6_ACT-LAX-6,BUG-12_ASH-12_LAM-12_LAX-12_TRY-6_DUH-6_NAN-6_TAU-6_SOY-6_HAM-6_LAX-6
BRO-7,BRO,7,478.579209,71.550251,101.124098,ACE_ARM_WET_EON_HIT_NOM,ACE-BRO_ARM-BRO_BRO-WET_BRO-EON_BRO-HIT_BRO-NOM,ACE-BRO-7_BRO-WET-7_BRO-EON-7_BRO-HIT-7_BRO-NOM-7_ARM-BRO-1,ACE-7_WET-7_EON-7_HIT-7_NOM-7_ARM-1
ROB-10,ROB,10,438.374548,-143.049605,52.874599,AMP_CAB_DAD_GEL_OAK_SEX,AMP-ROB_CAB-ROB_DAD-ROB_GEL-ROB_OAK-ROB_ROB-SEX,AMP-ROB-10_CAB-ROB-10_DAD-ROB-10_GEL-ROB-10_OAK-ROB-10_ROB-SEX-10,AMP-10_CAB-10_DAD-10_GEL-10_OAK-10_SEX-10
RIB-14,RIB,6,397.32162,-2.738701,156.599737,ERA_FOG_IRE_JUG_LAW_SOY,ERA-RIB_FOG-RIB_IRE-RIB_JUG-RIB_LAW-RIB_RIB-SOY,ERA-RIB-14_FOG-RIB-14_IRE-RIB-14_LAW-RIB-14_ERA-RIB-6_FOG-RIB-6_JUG-RIB-6_RIB-SOY-6,ERA-14_FOG-14_IRE-14_LAW-14_ERA-6_FOG-6_JUG-6_SOY-6
COW-11,COW,11,457.301581,-56.842878,105.573605,AIR_KEG_WAS_ODD_LIE_LUG_FIX_EAR_GIG_TAR_ZOO_FAX,AIR-COW_COW-KEG_COW-WAS_COW-ODD_COW-LIE_COW-LUG_COW-FIX_COW-EAR_COW-GIG_COW-TAR_COW-ZOO_COW-FAX,AIR-COW-11_COW-KEG-11_COW-WAS-11_COW-ODD-11_COW-LIE-11_COW-LUG-11_COW-FIX-11_COW-EAR-11_COW-GIG-11_COW-TAR-11_COW-ZOO-11_COW-FAX-11,AIR-11_KEG-11_WAS-11_ODD-11_LIE-11_LUG-11_FIX-11_EAR-11_GIG-11_TAR-11_ZOO-11_FAX-11
NAN-6,NAN,6,339.892514,24.175913,119.429466,ACT_DUH_FAN_GIN_HAM_LAX_MOP_VOW_SOY_PLY_ZZZ,ACT-NAN_DUH-NAN_FAN-NAN_GIN-NAN_HAM-NAN_LAX-NAN_MOP-NAN_NAN-VOW_NAN-SOY_NAN-PLY_NAN-ZZZ,ACT-NAN-6_DUH-NAN-6_FAN-NAN-6_GIN-NAN-6_HAM-NAN-6_LAX-NAN-6_MOP-NAN-6_NAN-VOW-6_NAN-SOY-6_NAN-PLY-6_NAN-ZZZ-6,ACT-6_DUH-6_FAN-6_GIN-6_HAM-6_LAX-6_MOP-6_VOW-6_SOY-6_PLY-6_ZZZ-6
ELF-1,ELF,1,439.137455,109.442914,76.662489,ADO_ARM_BIO_DUB_WET_SPY_PIE_GAL_WAR_RAD_HOW_NOM,ADO-ELF_ARM-ELF_BIO-ELF_DUB-ELF_ELF-WET_ELF-SPY_ELF-PIE_ELF-GAL_ELF-WAR_ELF-RAD_ELF-HOW_ELF-NOM,ARM-ELF-1_BIO-ELF-1_DUB-ELF-1_ELF-WET-1_ELF-SPY-1_ELF-PIE-1_ELF-GAL-1_ELF-WAR-1_ELF-RAD-1_ELF-HOW-1_ELF-NOM-1_ADO-ELF-5,ARM-1_BIO-1_DUB-1_WET-1_SPY-1_PIE-1_GAL-1_WAR-1_RAD-1_HOW-1_NOM-1_ADO-5
HEX-3,HEX,3,338.718731,138.017487,4.407494,GUT_SIP_MAY_WAX_MIX,GUT-HEX_HEX-SIP_HEX-MAY_HEX-WAX_HEX-MIX,GUT-HEX-3_HEX-SIP-3_HEX-MAY-3_HEX-WAX-3_HEX-MIX-3,GUT-3_SIP-3_MAY-3_WAX-3_MIX-3
KEG-8,KEG,8,482.373512,-60.781483,85.103488,COW_WHY_ODD_TAR_WAS_LUG,COW-KEG_KEG-WHY_KEG-ODD_KEG-TAR_KEG-WAS_KEG-LUG,COW-KEG-11_KEG-ODD-11_KEG-TAR-11_KEG-WAS-11_KEG-LUG-11_KEG-WHY-8_KEG-TAR-8_KEG-LUG-8,COW-11_ODD-11_TAR-11_WAS-11_LUG-11_WHY-8_TAR-8_LUG-8
DAY-4,DAY,4,301.809095,29.411628,51.557157,BED_CUP_TAX_PAW_SAY_ZIG_GIN_GYM,BED-DAY_CUP-DAY_DAY-TAX_DAY-PAW_DAY-SAY_DAY-ZIG_DAY-GIN_DAY-GYM,BED-DAY-4_CUP-DAY-4_DAY-TAX-4_DAY-PAW-4_DAY-SAY-4_DAY-ZIG-4_DAY-GIN-4_DAY-GYM-4,BED-4_CUP-4_TAX-4_PAW-4_SAY-4_ZIG-4_GIN-4_GYM-4
CAB-10,CAB,10,422.492972,-123.362285,40.157299,AMP_ROB_DAD_YAY_OAK_GET_SEX,AMP-CAB_CAB-ROB_CAB-DAD_CAB-YAY_CAB-OAK_CAB-GET_CAB-SEX,AMP-CAB-10_CAB-ROB-10_CAB-DAD-10_CAB-OAK-10_CAB-GET-10_CAB-SEX-10_CAB-YAY-10,AMP-10_ROB-10_DAD-10_OAK-10_GET-10_SEX-10_YAY-8
RUM-3,RUM,5,374.68917,134.971093,48.607763,FEW_GUT_HOW_INK_MAY_OIL_PIE_REF_SHY_SIP,FEW-RUM_GUT-RUM_HOW-RUM_INK-RUM_MAY-RUM_OIL-RUM_PIE-RUM_REF-RUM_RUM-SHY_RUM-SIP,GUT-RUM-3_INK-RUM-3_MAY-RUM-3_OIL-RUM-3_RUM-SIP-3_HOW-RUM-5_OIL-RUM-5_REF-RUM-5_RUM-SHY-5_PIE-RUM-1,GUT-3_INK-3_MAY-3_OIL-3_SIP-3_HOW-5_OIL-5_REF-5_SHY-5_PIE-1
FIG-12,FIG,12,327.593674,-94.801302,111.434628,ART_BUG_KEY_GOO_NOR_YAK,ART-FIG_BUG-FIG_FIG-KEY_FIG-GOO_FIG-NOR_FIG-YAK,ART-FIG-12_BUG-FIG-12_FIG-KEY-12_FIG-GOO-12_FIG-NOR-12_FIG-YAK-12,ART-12_BUG-12_KEY-12_GOO-12_NOR-12_YAK-12
GAL-1,GAL,1,421.532164,133.213048,76.233488,ELF_FEW_PIE_HOW_WAR_RAD,ELF-GAL_FEW-GAL_GAL-PIE_GAL-HOW_GAL-WAR_GAL-RAD,ELF-GAL-1_GAL-PIE-1_GAL-HOW-1_GAL-WAR-1_GAL-RAD-1,ELF-1_PIE-1_HOW-1_WAR-1_RAD-1
GOO-13,GOO,12,354.688067,-113.451741,104.890951,ALL_BUG_FIG_PRO_ZAP_YAK_RUG_NOR_KEY_SAD_PIG_WOW,ALL-GOO_BUG-GOO_FIG-GOO_GOO-PRO_GOO-ZAP_GOO-YAK_GOO-RUG_GOO-NOR_GOO-KEY_GOO-SAD_GOO-PIG_GOO-WOW,ALL-GOO-10_GOO-RUG-10_GOO-SAD-10_GOO-PIG-10_GOO-WOW-10_GOO-PRO-13_GOO-ZAP-13_GOO-YAK-13_GOO-PIG-13_BUG-GOO-12_FIG-GOO-12_GOO-YAK-12_GOO-NOR-12_GOO-KEY-12,ALL-10_RUG-10_SAD-10_PIG-10_WOW-10_PRO-13_ZAP-13_YAK-13_PIG-13_BUG-12_FIG-12_YAK-12_NOR-12_KEY-12
GOO-12,GOO,12,352.592737,-109.651089,104.740048,ALL_BUG_FIG_PRO_ZAP_YAK_RUG_NOR_KEY_SAD_PIG_WOW,ALL-GOO_BUG-GOO_FIG-GOO_GOO-PRO_GOO-ZAP_GOO-YAK_GOO-RUG_GOO-NOR_GOO-KEY_GOO-SAD_GOO-PIG_GOO-WOW,ALL-GOO-10_GOO-RUG-10_GOO-SAD-10_GOO-PIG-10_GOO-WOW-10_GOO-PRO-13_GOO-ZAP-13_GOO-YAK-13_GOO-PIG-13_BUG-GOO-12_FIG-GOO-12_GOO-YAK-12_GOO-NOR-12_GOO-KEY-12,ALL-10_RUG-10_SAD-10_PIG-10_WOW-10_PRO-13_ZAP-13_YAK-13_PIG-13_BUG-12_FIG-12_YAK-12_NOR-12_KEY-12
GOO-10,GOO,12,355.108491,-117.188085,103.526042,ALL_BUG_FIG_PRO_ZAP_YAK_RUG_NOR_KEY_SAD_PIG_WOW,ALL-GOO_BUG-GOO_FIG-GOO_GOO-PRO_GOO-ZAP_GOO-YAK_GOO-RUG_GOO-NOR_GOO-KEY_GOO-SAD_GOO-PIG_GOO-WOW,ALL-GOO-10_GOO-RUG-10_GOO-SAD-10_GOO-PIG-10_GOO-WOW-10_GOO-PRO-13_GOO-ZAP-13_GOO-YAK-13_GOO-PIG-13_BUG-GOO-12_FIG-GOO-12_GOO-YAK-12_GOO-NOR-12_GOO-KEY-12,ALL-10_RUG-10_SAD-10_PIG-10_WOW-10_PRO-13_ZAP-13_YAK-13_PIG-13_BUG-12_FIG-12_YAK-12_NOR-12_KEY-12
ZOO-11,ZOO,11,450.140148,-80.46074,123.65244,COW_EAR_FAX_JAM_LIE_WAS,COW-ZOO_EAR-ZOO_FAX-ZOO_JAM-ZOO_LIE-ZOO_WAS-ZOO,COW-ZOO-11_EAR-ZOO-11_FAX-ZOO-11_JAM-ZOO-11_LIE-ZOO-11_WAS-ZOO-11,COW-11_EAR-11_FAX-11_JAM-11_LIE-11_WAS-11
AIM-3,AIM,3,311.146974,94.48207,-14.170488,MOM_LID_EGO_WAX_MIX,AIM-MOM_AIM-LID_AIM-EGO_AIM-WAX_AIM-MIX,AIM-MOM-3_AIM-LID-3_AIM-EGO-3_AIM-WAX-3_AIM-MIX-3,MOM-3_LID-3_EGO-3_WAX-3_MIX-3
CIS-2,CIS,2,481.869722,11.136105,-5.020168,BAH_BAM_BOY_ORC_ETA_TAG_OFF,BAH-CIS_BAM-CIS_BOY-CIS_CIS-ORC_CIS-ETA_CIS-TAG_CIS-OFF,BAH-CIS-2_BOY-CIS-2_CIS-ORC-2_CIS-ETA-2_CIS-TAG-2_CIS-OFF-2_BAM-CIS-8,BAH-2_BOY-2_ORC-2_ETA-2_TAG-2_OFF-2_BAM-8
MOP-6,MOP,6,355.39646,31.499951,141.675366,DUH_FAN_JUG_SOY_NAN_PLY,DUH-MOP_FAN-MOP_JUG-MOP_MOP-SOY_MOP-NAN_MOP-PLY,DUH-MOP-6_FAN-MOP-6_JUG-MOP-6_MOP-SOY-6_MOP-NAN-6_MOP-PLY-6,DUH-6_FAN-6_JUG-6_SOY-6_NAN-6_PLY-6
EAR-11,EAR,10,444.261314,-101.839055,102.237147,COW_DAD_MOO_GEL_PIG_LIE_JAM_WAS_ZOO_SEX_TAR_PHI,COW-EAR_DAD-EAR_EAR-MOO_EAR-GEL_EAR-PIG_EAR-LIE_EAR-JAM_EAR-WAS_EAR-ZOO_EAR-SEX_EAR-TAR_EAR-PHI,COW-EAR-11_EAR-LIE-11_EAR-JAM-11_EAR-WAS-11_EAR-ZOO-11_EAR-TAR-11_EAR-PHI-11_DAD-EAR-10_EAR-MOO-10_EAR-GEL-10_EAR-PIG-10_EAR-SEX-10,COW-11_LIE-11_JAM-11_WAS-11_ZOO-11_TAR-11_PHI-11_DAD-10_MOO-10_GEL-10_PIG-10_SEX-10
IRE-14,IRE,7,433.000879,-3.699048,146.393602,AHI_ERA_EVE_GIG_YES_MAC_LAW_RIB,AHI-IRE_ERA-IRE_EVE-IRE_GIG-IRE_IRE-YES_IRE-MAC_IRE-LAW_IRE-RIB,ERA-IRE-14_EVE-IRE-14_GIG-IRE-14_IRE-LAW-14_IRE-RIB-14_AHI-IRE-7_ERA-IRE-7_IRE-YES-7_IRE-MAC-7,ERA-14_EVE-14_GIG-14_LAW-14_RIB-14_AHI-7_ERA-7_YES-7_MAC-7
SAW-8,SAW,8,473.720522,-86.467309,41.499793,AMP_HAY_JAR_PHI_TAR_SEX_YAY_WHY,AMP-SAW_HAY-SAW_JAR-SAW_PHI-SAW_SAW-TAR_SAW-SEX_SAW-YAY_SAW-WHY,AMP-SAW-8_HAY-SAW-8_JAR-SAW-8_PHI-SAW-8_SAW-TAR-8_SAW-SEX-8_SAW-YAY-8_SAW-WHY-8,AMP-8_HAY-8_JAR-8_PHI-8_TAR-8_SEX-8_YAY-8_WHY-8
WAR-1,WAR,5,420.831075,118.113345,98.027143,ADO_BOA_DUB_ELF_GAL_HOW,ADO-WAR_BOA-WAR_DUB-WAR_ELF-WAR_GAL-WAR_HOW-WAR,DUB-WAR-1_ELF-WAR-1_GAL-WAR-1_HOW-WAR-1_ADO-WAR-5_BOA-WAR-5_DUB-WAR-5_HOW-WAR-5,DUB-1_ELF-1_GAL-1_HOW-1_ADO-5_BOA-5_DUB-5_HOW-5
CUP-4,CUP,4,294.394846,1.157093,21.321165,AGE_BAR_BED_VAN_DOG_DAY_FLU_HUG_SIR_GYM_PAW,AGE-CUP_BAR-CUP_BED-CUP_CUP-VAN_CUP-DOG_CUP-DAY_CUP-FLU_CUP-HUG_CUP-SIR_CUP-GYM_CUP-PAW,BAR-CUP-4_BED-CUP-4_CUP-VAN-4_CUP-DOG-4_CUP-DAY-4_CUP-FLU-4_CUP-HUG-4_CUP-GYM-4_CUP-PAW-4_AGE-CUP-9_CUP-SIR-4,BAR-4_BED-4_VAN-4_DOG-4_DAY-4_FLU-4_HUG-4_GYM-4_PAW-4_AGE-9_SIR-9
WAR-5,WAR,5,418.555622,116.699445,101.089805,ADO_BOA_DUB_ELF_GAL_HOW,ADO-WAR_BOA-WAR_DUB-WAR_ELF-WAR_GAL-WAR_HOW-WAR,DUB-WAR-1_ELF-WAR-1_GAL-WAR-1_HOW-WAR-1_ADO-WAR-5_BOA-WAR-5_DUB-WAR-5_HOW-WAR-5,DUB-1_ELF-1_GAL-1_HOW-1_ADO-5_BOA-5_DUB-5_HOW-5
SOY-6,SOY,6,371.274993,5.881377,140.830354,ACT_DUH_ERA_FOG_JUG_LAW_MOP_NAN_PLY_RIB_TRY_TAU,ACT-SOY_DUH-SOY_ERA-SOY_FOG-SOY_JUG-SOY_LAW-SOY_MOP-SOY_NAN-SOY_PLY-SOY_RIB-SOY_SOY-TRY_SOY-TAU,ACT-SOY-6_DUH-SOY-6_ERA-SOY-6_FOG-SOY-6_JUG-SOY-6_MOP-SOY-6_NAN-SOY-6_PLY-SOY-6_RIB-SOY-6_SOY-TRY-6_SOY-TAU-6_LAW-SOY-14,ACT-6_DUH-6_ERA-6_FOG-6_JUG-6_MOP-6_NAN-6_PLY-6_RIB-6_TRY-6_TAU-6_LAW-14
AGE-9,AGE,9,306.000157,-39.935336,36.415019,KIT_BED_CHI_DOG_COY_BAR_SIR_CUP_ONO_ELK,AGE-KIT_AGE-BED_AGE-CHI_AGE-DOG_AGE-COY_AGE-BAR_AGE-SIR_AGE-CUP_AGE-ONO_AGE-ELK,AGE-KIT-9_AGE-BED-9_AGE-CHI-9_AGE-DOG-9_AGE-COY-9_AGE-BAR-9_AGE-SIR-9_AGE-ONO-9_AGE-ELK-9_AGE-CUP-9,KIT-9_BED-9_CHI-9_DOG-9_COY-9_BAR-9_SIR-9_ONO-9_ELK-9_CUP-4
ART-12,ART,12,311.296377,-59.37151,104.335168,COY_FIG_KIT_ASH_MAD_LAX_NOR_BUG,ART-COY_ART-FIG_ART-KIT_ART-ASH_ART-MAD_ART-LAX_ART-NOR_ART-BUG,ART-COY-12_ART-FIG-12_ART-ASH-12_ART-MAD-12_ART-LAX-12_ART-NOR-12_ART-BUG-12_ART-KIT-12,COY-12_FIG-12_ASH-12_MAD-12_LAX-12_NOR-12_BUG-12_KIT-9
ZIG-4,ZIG,4,284.362154,48.849508,47.070983,DAY_GYM_OAR_PAW_SAY_TAX,DAY-ZIG_GYM-ZIG_OAR-ZIG_PAW-ZIG_SAY-ZIG_TAX-ZIG,DAY-ZIG-4_GYM-ZIG-4_PAW-ZIG-4_SAY-ZIG-4_TAX-ZIG-4_OAR-ZIG-3,DAY-4_GYM-4_PAW-4_SAY-4_TAX-4_OAR-3
GUN-1,GUN,2,476.76214,86.177837,27.2939,ASK_DIG_DUI_FRO_JOY_RAW_WHO_OFF_NOM_SPY_TAG_TUB,ASK-GUN_DIG-GUN_DUI-GUN_FRO-GUN_GUN-JOY_GUN-RAW_GUN-WHO_GUN-OFF_GUN-NOM_GUN-SPY_GUN-TAG_GUN-TUB,FRO-GUN-1_GUN-JOY-1_GUN-RAW-1_GUN-WHO-1_GUN-NOM-1_GUN-SPY-1_ASK-GUN-2_DIG-GUN-2_DUI-GUN-2_GUN-OFF-2_GUN-NOM-2_GUN-TAG-2_GUN-TUB-2,FRO-1_JOY-1_RAW-1_WHO-1_NOM-1_SPY-1_ASK-2_DIG-2_DUI-2_OFF-2_NOM-2_TAG-2_TUB-2
