Bar_name,Modules,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground
TOY-WET,7,37.08808359,71.53245898,30.98683663,55.73786259,78.05762498,53.34773463,TOY_WET,TOY-WET-7,"['DUB', 'EON', 'JOB', 'BRO', 'ELF', 'NOM']",TOY-7_WET-7,"['DUB-TOY-5', 'JOB-TOY-5', 'EON-TOY-7', 'DUB-WET-1', 'ELF-WET-1', 'NOM-WET-1', 'BRO-WET-7', 'NOM-WET-7']","['DUB-TOY', 'EON-TOY', 'JOB-TOY', 'BRO-WET', 'DUB-WET', 'ELF-WET', 'NOM-WET']","['DUB-5', 'JOB-5', 'EON-7', 'DUB-1', 'ELF-1', 'NOM-1', 'BRO-7', 'NOM-7']",0
HOW-SHY,5,-28.92061941,116.592725,4.278644628,3.807477594,125.976734,7.891281628,HOW_SHY,HOW-SHY-5,"['BOA', 'REF', 'RUM', 'DRY', 'INK']",HOW-5_SHY-5,"['BOA-HOW-5', 'HOW-REF-5', 'HOW-RUM-5', 'BOA-SHY-5', 'DRY-SHY-5', 'INK-SHY-3']","['BOA-HOW', 'HOW-REF', 'HOW-RUM', 'BOA-SHY', 'DRY-SHY', 'INK-SHY']","['BOA-5', 'REF-5', 'RUM-5', 'BOA-5', 'DRY-5', 'INK-3']",0
ELF-GAL,1,24.98754559,109.975758,-1.576939372,42.59283659,133.745892,-1.147938372,ELF_GAL,ELF-GAL-1,"['ADO', 'DUB', 'WET', 'WAR', 'RAD']",ELF-1_GAL-1,"['DUB-ELF-1', 'ELF-WET-1', 'ELF-WAR-1', 'ADO-ELF-5', 'GAL-WAR-1', 'GAL-RAD-1']","['ADO-ELF', 'DUB-ELF', 'ELF-WET', 'ELF-WAR', 'GAL-WAR', 'GAL-RAD']","['DUB-1', 'WET-1', 'WAR-1', 'ADO-5', 'WAR-1', 'RAD-1']",0
BAH-BOY,2,97.16048159,-14.53845802,-78.92810637,108.4197686,11.93373498,-68.75523137,BAH_BOY,BAH-BOY-2,"['CIS', 'WIN', 'BAM', 'FOX', 'TAG', 'ORC']",BAH-2_BOY-2,"['BAH-CIS-2', 'BAH-WIN-8', 'BAH-BAM-8', 'BOY-FOX-2', 'BOY-TAG-2', 'BOY-ORC-2']","['BAH-CIS', 'BAH-WIN', 'BAH-BAM', 'BOY-FOX', 'BOY-TAG', 'BOY-ORC']","['CIS-2', 'WIN-8', 'BAM-8', 'FOX-2', 'TAG-2', 'ORC-2']",0
INK-SHY,3,-53.10752641,125.976734,-22.66342337,-28.92061941,133.549724,7.891281628,INK_SHY,INK-SHY-3,"['ALA', 'GUT', 'MAY', 'RUM', 'BOA', 'DRY', 'HOW']",INK-3_SHY-5,"['ALA-INK-3', 'GUT-INK-3', 'INK-MAY-3', 'INK-RUM-3', 'BOA-SHY-5', 'DRY-SHY-5', 'HOW-SHY-5']","['ALA-INK', 'GUT-INK', 'INK-MAY', 'INK-RUM', 'BOA-SHY', 'DRY-SHY', 'HOW-SHY']","['ALA-3', 'GUT-3', 'MAY-3', 'RUM-3', 'BOA-5', 'DRY-5', 'HOW-5']",0
FAN-MOP,6,-53.57925541,32.03279498,53.57610463,-41.14815841,51.12708598,63.86493863,FAN_MOP,FAN-MOP-6,"['PLY', 'FUN', 'ZZZ', 'NAN', 'DUH', 'JUG']",FAN-6_MOP-6,"['FAN-PLY-6', 'FAN-ZZZ-6', 'FAN-NAN-6', 'FAN-FUN-6', 'DUH-MOP-6', 'JUG-MOP-6', 'MOP-PLY-6']","['FAN-PLY', 'FAN-FUN', 'FAN-ZZZ', 'FAN-NAN', 'DUH-MOP', 'JUG-MOP', 'MOP-PLY']","['PLY-6', 'ZZZ-6', 'NAN-6', 'FUN-5', 'DUH-6', 'JUG-6', 'PLY-6']",0
INK-RUM,3,-53.10752641,133.549724,-29.20266437,-21.85544841,135.503937,-22.66342337,INK_RUM,INK-RUM-3,"['ALA', 'GUT', 'MAY', 'SHY', 'HOW', 'OIL', 'PIE', 'REF', 'SIP']",INK-3_RUM-3,"['ALA-INK-3', 'GUT-INK-3', 'INK-MAY-3', 'INK-SHY-3', 'OIL-RUM-3', 'RUM-SIP-3', 'HOW-RUM-5', 'OIL-RUM-5', 'REF-RUM-5', 'PIE-RUM-1']","['ALA-INK', 'GUT-INK', 'INK-MAY', 'INK-SHY', 'HOW-RUM', 'OIL-RUM', 'PIE-RUM', 'REF-RUM', 'RUM-SIP']","['ALA-3', 'GUT-3', 'MAY-3', 'SHY-5', 'OIL-3', 'SIP-3', 'HOW-5', 'OIL-5', 'REF-5', 'PIE-1']",0
OVA-RAD,1,37.55681159,135.015985,-44.57590737,45.56589559,148.781207,-17.33008237,OVA_RAD,OVA-RAD-1,"['LEG', 'NIX', 'PIE', 'BIO', 'GAL', 'SPY']",OVA-1_RAD-1,"['LEG-OVA-1', 'NIX-OVA-1', 'OVA-PIE-1', 'BIO-RAD-1', 'GAL-RAD-1', 'PIE-RAD-1', 'RAD-SPY-1']","['LEG-OVA', 'NIX-OVA', 'OVA-PIE', 'BIO-RAD', 'GAL-RAD', 'PIE-RAD', 'RAD-SPY']","['LEG-1', 'NIX-1', 'PIE-1', 'BIO-1', 'GAL-1', 'PIE-1', 'SPY-1']",0
COP-USE,9,-66.40635841,-101.868626,-51.81747737,-42.95671341,-98.69556402,-45.03855737,COP_USE,COP-USE-9,"['WOW', 'NEW', 'TAT', 'GET', 'ELK', 'ONO', 'WIG']",COP-9_USE-9,"['COP-WOW-10', 'COP-NEW-10', 'COP-GET-10', 'COP-WOW-9', 'COP-TAT-9', 'ELK-USE-9', 'ONO-USE-9', 'USE-WIG-9', 'NEW-USE-10']","['COP-WOW', 'COP-NEW', 'COP-TAT', 'COP-GET', 'ELK-USE', 'NEW-USE', 'ONO-USE', 'USE-WIG']","['WOW-10', 'NEW-10', 'GET-10', 'WOW-9', 'TAT-9', 'ELK-9', 'ONO-9', 'WIG-9', 'NEW-10']",0
GIN-LAX,6,-90.01991741,-13.41357102,17.70368663,-79.20396241,31.45906698,26.66345463,GIN_LAX,GIN-LAX-6,"['SAY', 'ZZZ', 'VOW', 'BUG', 'HAM', 'MAD', 'NAN']",GIN-6_LAX-6,"['GIN-SAY-4', 'GIN-ZZZ-6', 'GIN-VOW-6', 'BUG-LAX-12', 'LAX-MAD-12', 'HAM-LAX-6', 'LAX-NAN-6']","['GIN-SAY', 'GIN-ZZZ', 'GIN-VOW', 'BUG-LAX', 'HAM-LAX', 'LAX-MAD', 'LAX-NAN']","['SAY-4', 'ZZZ-6', 'VOW-6', 'BUG-12', 'MAD-12', 'HAM-6', 'NAN-6']",0
OFF-WHO,2,56.10229159,60.63561298,-84.02869737,79.07137459,110.670883,-81.79092937,OFF_WHO,OFF-WHO-2,"['ASK', 'CIS', 'GUN', 'TAG', 'ORC', 'LEG', 'NIX', 'RAW']",OFF-2_WHO-1,"['ASK-OFF-2', 'CIS-OFF-2', 'GUN-OFF-2', 'OFF-TAG-2', 'OFF-ORC-2', 'GUN-WHO-1', 'LEG-WHO-1', 'NIX-WHO-1', 'RAW-WHO-1']","['ASK-OFF', 'CIS-OFF', 'GUN-OFF', 'OFF-TAG', 'OFF-ORC', 'GUN-WHO', 'LEG-WHO', 'NIX-WHO', 'RAW-WHO']","['ASK-2', 'CIS-2', 'GUN-2', 'TAG-2', 'ORC-2', 'GUN-1', 'LEG-1', 'NIX-1', 'RAW-1']",1
AIR-FAX,11,52.93065359,-53.90876502,43.73215663,71.13112059,-32.43153802,53.84225463,AIR_FAX,AIR-FAX-11,"['COW', 'GIG', 'ODD', 'MAC', 'EVE', 'LIE']",AIR-11_FAX-11,"['AIR-COW-11', 'AIR-GIG-11', 'AIR-ODD-11', 'AIR-MAC-11', 'COW-FAX-11', 'FAX-LIE-11', 'FAX-GIG-11', 'EVE-FAX-14']","['AIR-COW', 'AIR-GIG', 'AIR-ODD', 'AIR-MAC', 'COW-FAX', 'EVE-FAX', 'FAX-LIE', 'FAX-GIG']","['COW-11', 'GIG-11', 'ODD-11', 'MAC-11', 'COW-11', 'LIE-11', 'GIG-11', 'EVE-14']",0
FLY-TAX,3,-95.65655241,74.10019898,-15.13246137,-84.06863141,96.82086198,-1.491527372,FLY_TAX,FLY-TAX-3,"['ALA', 'DRY', 'VOW', 'WIZ', 'DAY', 'MOM']",FLY-3_TAX-3,"['ALA-FLY-3', 'DRY-FLY-5', 'FLY-VOW-5', 'FLY-WIZ-5', 'MOM-TAX-3', 'DAY-TAX-4', 'TAX-WIZ-4']","['ALA-FLY', 'DRY-FLY', 'FLY-VOW', 'FLY-WIZ', 'DAY-TAX', 'MOM-TAX', 'TAX-WIZ']","['ALA-3', 'DRY-5', 'VOW-5', 'WIZ-4', 'MOM-3', 'DAY-4', 'WIZ-4']",0
GUT-OIL,3,-58.81736041,104.268151,-49.45211537,-57.16906441,125.501099,-4.853784372,GUT_OIL,GUT-OIL-3,"['INK', 'MAY', 'SIP', 'AGO', 'ALA', 'RUM']",GUT-3_OIL-3,"['GUT-INK-3', 'GUT-MAY-3', 'GUT-SIP-3', 'AGO-OIL-3', 'ALA-OIL-3', 'OIL-RUM-3', 'OIL-RUM-5']","['GUT-INK', 'GUT-MAY', 'GUT-SIP', 'AGO-OIL', 'ALA-OIL', 'OIL-RUM']","['INK-3', 'MAY-3', 'SIP-3', 'AGO-3', 'ALA-3', 'RUM-3', 'RUM-5']",0
LIE-PIG,13,5.820940594,-117.48782,33.97493563,23.32732159,-72.88615602,51.24466863,LIE_PIG,LIE-PIG-13,"['FAX', 'TAU', 'ZOO', 'ALL', 'GOO', 'HOT', 'JAM']",LIE-13_PIG-13,"['FAX-LIE-11', 'LIE-ZOO-11', 'LIE-TAU-13', 'LIE-TAU-14', 'ALL-PIG-10', 'GOO-PIG-10', 'GOO-PIG-13', 'HOT-PIG-13', 'JAM-PIG-13']","['FAX-LIE', 'LIE-TAU', 'LIE-ZOO', 'ALL-PIG', 'GOO-PIG', 'HOT-PIG', 'JAM-PIG']","['FAX-11', 'ZOO-11', 'TAU-13', 'TAU-14', 'ALL-10', 'GOO-10', 'GOO-13', 'HOT-13', 'JAM-13']",0
BOY-TAG,2,101.8871626,11.93373498,-68.75523137,108.4197686,36.89463698,-54.28216537,BOY_TAG,BOY-TAG-2,"['BAH', 'FOX', 'ORC', 'ASK', 'CIS', 'OFF']",BOY-2_TAG-2,"['BAH-BOY-2', 'BOY-FOX-2', 'BOY-ORC-2', 'ASK-TAG-2', 'CIS-TAG-2', 'OFF-TAG-2', 'ORC-TAG-2']","['BAH-BOY', 'BOY-FOX', 'BOY-ORC', 'ASK-TAG', 'CIS-TAG', 'OFF-TAG', 'ORC-TAG']","['BAH-2', 'FOX-2', 'ORC-2', 'ASK-2', 'CIS-2', 'OFF-2', 'ORC-2']",0
RAW-SPY,1,57.90937859,115.720687,-61.04676337,76.51529459,124.876711,-41.34419237,RAW_SPY,RAW-SPY-1,"['FRO', 'GUN', 'LEG', 'WHO', 'JOY', 'NIX', 'RAD']",RAW-1_SPY-1,"['FRO-RAW-1', 'GUN-RAW-1', 'LEG-RAW-1', 'RAW-WHO-1', 'JOY-SPY-1', 'LEG-SPY-1', 'NIX-SPY-1', 'RAD-SPY-1']","['FRO-RAW', 'GUN-RAW', 'LEG-RAW', 'RAW-WHO', 'JOY-SPY', 'LEG-SPY', 'NIX-SPY', 'RAD-SPY']","['FRO-1', 'GUN-1', 'LEG-1', 'WHO-1', 'JOY-1', 'LEG-1', 'NIX-1', 'RAD-1']",0
ROB-SEX,10,41.82992959,-142.516761,-24.93582837,60.83833759,-123.218531,-17.84211037,ROB_SEX,ROB-SEX-10,"['AMP', 'CAB', 'GEL', 'OAK', 'TAR']",ROB-10_SEX-10,"['AMP-ROB-10', 'CAB-ROB-10', 'GEL-ROB-10', 'OAK-ROB-10', 'CAB-SEX-10', 'GEL-SEX-10', 'SEX-TAR-8']","['AMP-ROB', 'CAB-ROB', 'GEL-ROB', 'OAK-ROB', 'CAB-SEX', 'GEL-SEX', 'SEX-TAR']","['AMP-10', 'CAB-10', 'GEL-10', 'OAK-10', 'CAB-10', 'GEL-10', 'TAR-8']",0
ACT-TAU,6,-51.10642441,-43.09522102,48.41176363,-23.40370241,-19.28789502,60.45120163,ACT_TAU,ACT-TAU-6,"['ASH', 'LAM', 'DUH', 'SOY', 'FOG', 'LAB', 'LIE', 'TRY']",ACT-6_TAU-6,"['ACT-ASH-12', 'ACT-LAM-12', 'ACT-DUH-6', 'ACT-SOY-6', 'LAB-TAU-13', 'LIE-TAU-13', 'FOG-TAU-14', 'LIE-TAU-14', 'FOG-TAU-6', 'TAU-TRY-6']","['ACT-ASH', 'ACT-LAM', 'ACT-DUH', 'ACT-SOY', 'FOG-TAU', 'LAB-TAU', 'LIE-TAU', 'TAU-TRY']","['ASH-12', 'LAM-12', 'DUH-6', 'SOY-6', 'LAB-13', 'LIE-13', 'FOG-14', 'LIE-14', 'FOG-6', 'TRY-6']",0
DUH-MOP,6,-51.47386841,5.233506983,63.54871163,-41.14815841,32.03279498,63.86493863,DUH_MOP,DUH-MOP-6,"['ACT', 'TRY', 'HAM', 'FAN', 'JUG', 'PLY']",DUH-6_MOP-6,"['ACT-DUH-6', 'DUH-TRY-6', 'DUH-HAM-6', 'FAN-MOP-6', 'JUG-MOP-6', 'MOP-PLY-6']","['ACT-DUH', 'DUH-TRY', 'DUH-HAM', 'FAN-MOP', 'JUG-MOP', 'MOP-PLY']","['ACT-6', 'TRY-6', 'HAM-6', 'FAN-6', 'JUG-6', 'PLY-6']",0
ACE-SUN,7,82.95430959,36.32947298,1.262630628,104.1034676,41.79066798,19.02546163,ACE_SUN,ACE-SUN-7,"['BRO', 'YES', 'POP', 'HIT', 'DUI', 'EYE', 'SKY']",ACE-7_SUN-7,"['ACE-BRO-7', 'ACE-YES-7', 'ACE-POP-7', 'ACE-HIT-7', 'DUI-SUN-2', 'HIT-SUN-2', 'SKY-SUN-2', 'EYE-SUN-7', 'HIT-SUN-7']","['ACE-BRO', 'ACE-YES', 'ACE-POP', 'ACE-HIT', 'DUI-SUN', 'EYE-SUN', 'HIT-SUN', 'SKY-SUN']","['BRO-7', 'YES-7', 'POP-7', 'HIT-7', 'DUI-2', 'HIT-2', 'SKY-2', 'EYE-7', 'HIT-7']",0
TAX-WIZ,4,-96.35106441,61.19367898,-14.31714737,-94.22729741,69.70448498,16.15277063,TAX_WIZ,TAX-WIZ-4,"['DAY', 'FLY', 'MOM', 'SAY', 'VOW', 'ZZZ']",TAX-4_WIZ-4,"['FLY-TAX-3', 'MOM-TAX-3', 'DAY-TAX-4', 'SAY-WIZ-4', 'FLY-WIZ-5', 'VOW-WIZ-6', 'WIZ-ZZZ-4']","['DAY-TAX', 'FLY-TAX', 'MOM-TAX', 'FLY-WIZ', 'SAY-WIZ', 'VOW-WIZ', 'WIZ-ZZZ']","['FLY-3', 'MOM-3', 'DAY-4', 'SAY-4', 'FLY-5', 'VOW-6', 'ZZZ-6']",0
EAR-GEL,10,46.59295959,-136.052756,7.895627628,53.08506359,-108.725841,23.04261663,EAR_GEL,EAR-GEL-10,"['COW', 'JAM', 'ZOO', 'PHI', 'SEX', 'ROB', 'MOO']",EAR-10_GEL-10,"['COW-EAR-11', 'EAR-JAM-11', 'EAR-ZOO-11', 'EAR-PHI-11', 'GEL-SEX-10', 'GEL-ROB-10', 'GEL-MOO-10', 'GEL-PHI-10']","['COW-EAR', 'EAR-JAM', 'EAR-ZOO', 'EAR-PHI', 'GEL-SEX', 'GEL-PHI', 'GEL-ROB', 'GEL-MOO']","['COW-11', 'JAM-11', 'ZOO-11', 'PHI-11', 'SEX-10', 'ROB-10', 'MOO-10', 'PHI-8']",0
FOR-OAK,10,-1.859306406,-159.398511,-31.06690737,18.45301759,-148.691116,-11.69254437,FOR_OAK,FOR-OAK-10,"['EGG', 'GET', 'RUG', 'HIP', 'CAB', 'DAD', 'ROB']",FOR-10_OAK-10,"['EGG-FOR-10', 'FOR-GET-10', 'FOR-RUG-10', 'FOR-HIP-10', 'CAB-OAK-10', 'DAD-OAK-10', 'GET-OAK-10', 'OAK-ROB-10']","['EGG-FOR', 'FOR-GET', 'FOR-RUG', 'FOR-HIP', 'CAB-OAK', 'DAD-OAK', 'GET-OAK', 'OAK-ROB']","['EGG-10', 'GET-10', 'RUG-10', 'HIP-10', 'CAB-10', 'DAD-10', 'GET-10', 'ROB-10']",0
DAD-MOO,10,25.22672259,-147.27426,0.517395628,31.52915659,-135.876097,28.76128663,DAD_MOO,DAD-MOO-10,"['CAB', 'EGG', 'OAK', 'GEL', 'JAM']",DAD-10_MOO-10,"['CAB-DAD-10', 'DAD-EGG-10', 'DAD-OAK-10', 'EGG-MOO-10', 'GEL-MOO-10', 'JAM-MOO-13']","['CAB-DAD', 'DAD-EGG', 'DAD-OAK', 'EGG-MOO', 'GEL-MOO', 'JAM-MOO']","['CAB-10', 'EGG-10', 'OAK-10', 'EGG-10', 'GEL-10', 'JAM-13']",0
KEG-WAS,11,71.74941359,-81.86690602,10.55548263,83.77172959,-61.85164402,19.97496263,KEG_WAS,KEG-WAS-11,"['WHY', 'ODD', 'TAR', 'LUG', 'PHI', 'ZOO']",KEG-11_WAS-11,"['KEG-ODD-11', 'KEG-TAR-11', 'KEG-LUG-11', 'KEG-WHY-8', 'KEG-TAR-8', 'KEG-LUG-8', 'PHI-WAS-11', 'WAS-ZOO-11']","['KEG-WHY', 'KEG-ODD', 'KEG-TAR', 'KEG-LUG', 'PHI-WAS', 'WAS-ZOO']","['ODD-11', 'TAR-11', 'LUG-11', 'WHY-8', 'TAR-8', 'LUG-8', 'PHI-11', 'ZOO-11']",0
ALL-SAD,10,-46.30678341,-142.987594,11.08167163,-21.26114741,-138.6957,32.20581763,ALL_SAD,ALL-SAD-10,"['PRO', 'EGG', 'PIG', 'HIP', 'RUG']",ALL-10_SAD-10,"['ALL-EGG-10', 'ALL-PIG-10', 'ALL-PRO-10', 'HIP-SAD-10', 'RUG-SAD-10']","['ALL-PRO', 'ALL-EGG', 'ALL-PIG', 'HIP-SAD', 'RUG-SAD']","['EGG-10', 'PIG-10', 'PRO-13', 'HIP-10', 'RUG-10']",0
LEG-RAW,1,53.69602259,115.720687,-68.68453837,76.51529459,137.684574,-61.04676337,LEG_RAW,LEG-RAW-1,"['OVA', 'SPY', 'WHO', 'NIX', 'FRO', 'GUN']",LEG-1_RAW-1,"['LEG-OVA-1', 'LEG-SPY-1', 'LEG-WHO-1', 'LEG-NIX-1', 'FRO-RAW-1', 'GUN-RAW-1', 'RAW-SPY-1', 'RAW-WHO-1']","['LEG-OVA', 'LEG-SPY', 'LEG-WHO', 'LEG-NIX', 'FRO-RAW', 'GUN-RAW', 'RAW-SPY', 'RAW-WHO']","['OVA-1', 'SPY-1', 'WHO-1', 'NIX-1', 'FRO-1', 'GUN-1', 'SPY-1', 'WHO-1']",0
DUB-WAR,1_5,22.01100359,99.97916498,20.21671563,43.10971859,118.646189,31.93446463,DUB_WAR,DUB-WAR-1_DUB-WAR-5,"['ARM', 'TOY', 'WET', 'ELF', 'ADO', 'GAL']",DUB-1_WAR-1_DUB-5_WAR-5,"['ARM-DUB-1', 'DUB-WET-1', 'DUB-ELF-1', 'DUB-TOY-5', 'ELF-WAR-1', 'GAL-WAR-1', 'ADO-WAR-5']","['ARM-DUB', 'DUB-TOY', 'DUB-WET', 'DUB-ELF', 'ADO-WAR', 'ELF-WAR', 'GAL-WAR']","['ARM-1', 'WET-1', 'ELF-1', 'TOY-5', 'ELF-1', 'GAL-1', 'ADO-5']",0
ALA-MIX,3,-82.31358541,116.370628,-59.92703137,-74.19261141,120.025893,-24.32966137,ALA_MIX,ALA-MIX-3,"['AGO', 'OIL', 'INK', 'FLY', 'HEX']",ALA-3_MIX-3,"['AGO-ALA-3', 'ALA-OIL-3', 'ALA-INK-3', 'ALA-FLY-3', 'AGO-MIX-3', 'HEX-MIX-3']","['AGO-ALA', 'ALA-OIL', 'ALA-INK', 'ALA-FLY', 'AGO-MIX', 'HEX-MIX']","['AGO-3', 'OIL-3', 'INK-3', 'FLY-3', 'AGO-3', 'HEX-3']",0
OAR-ZIG,3,-112.1824644,49.38235198,-42.43610337,-102.5536564,87.41918798,-30.73944437,OAR_ZIG,OAR-ZIG-3,"['EGO', 'GYM', 'MOM', 'DAY', 'PAW']",OAR-3_ZIG-4,"['EGO-OAR-3', 'GYM-OAR-3', 'MOM-OAR-3', 'DAY-ZIG-4', 'PAW-ZIG-4']","['EGO-OAR', 'GYM-OAR', 'MOM-OAR', 'DAY-ZIG', 'PAW-ZIG']","['EGO-3', 'GYM-3', 'MOM-3', 'DAY-4', 'PAW-4']",0
ACE-YES,7,54.23545259,26.39750798,19.02546163,82.95430959,41.79066798,41.98318563,ACE_YES,ACE-YES-7,"['BRO', 'SUN', 'POP', 'HIT', 'ERA', 'GIG', 'IRE', 'MAC']",ACE-7_YES-7,"['ACE-BRO-7', 'ACE-SUN-7', 'ACE-POP-7', 'ACE-HIT-7', 'ERA-YES-7', 'IRE-YES-7', 'MAC-YES-7', 'GIG-YES-14']","['ACE-BRO', 'ACE-SUN', 'ACE-POP', 'ACE-HIT', 'ERA-YES', 'GIG-YES', 'IRE-YES', 'MAC-YES']","['BRO-7', 'SUN-7', 'POP-7', 'HIT-7', 'ERA-7', 'IRE-7', 'MAC-7', 'GIG-14']",0
GUN-RAW,1,76.51529459,86.71068098,-61.04676337,80.21752159,115.720687,-50.51652737,GUN_RAW,GUN-RAW-1,"['JOY', 'WHO', 'OFF', 'TUB', 'FRO', 'LEG', 'SPY']",GUN-1_RAW-1,"['GUN-JOY-1', 'GUN-WHO-1', 'GUN-OFF-2', 'GUN-TUB-2', 'FRO-RAW-1', 'LEG-RAW-1', 'RAW-SPY-1', 'RAW-WHO-1']","['GUN-JOY', 'GUN-WHO', 'GUN-OFF', 'GUN-TUB', 'FRO-RAW', 'LEG-RAW', 'RAW-SPY', 'RAW-WHO']","['JOY-1', 'WHO-1', 'OFF-2', 'TUB-2', 'FRO-1', 'LEG-1', 'SPY-1', 'WHO-1']",0
TAR-WHY,8,71.15719559,-76.11056602,-20.31834037,93.63453159,-61.09995302,-11.12986337,TAR_WHY,TAR-WHY-8,"['KEG', 'PHI', 'SAW', 'SEX', 'JAR', 'PAY']",TAR-8_WHY-8,"['KEG-TAR-11', 'PHI-TAR-11', 'KEG-TAR-8', 'PHI-TAR-8', 'SAW-TAR-8', 'SEX-TAR-8', 'JAR-WHY-8', 'KEG-WHY-8', 'PAY-WHY-8', 'SAW-WHY-8']","['KEG-TAR', 'PHI-TAR', 'SAW-TAR', 'SEX-TAR', 'JAR-WHY', 'KEG-WHY', 'PAY-WHY', 'SAW-WHY']","['KEG-11', 'PHI-11', 'KEG-8', 'PHI-8', 'SAW-8', 'SEX-8', 'JAR-8', 'KEG-8', 'PAY-8', 'SAW-8']",0
EGG-FOR,10,-1.859306406,-159.398511,-11.69254437,4.830568594,-149.573482,21.92542263,EGG_FOR,EGG-FOR-10,"['ALL', 'DAD', 'RUG', 'MOO', 'OAK', 'GET', 'HIP']",EGG-10_FOR-10,"['ALL-EGG-10', 'DAD-EGG-10', 'EGG-RUG-10', 'EGG-MOO-10', 'FOR-OAK-10', 'FOR-GET-10', 'FOR-RUG-10', 'FOR-HIP-10']","['ALL-EGG', 'DAD-EGG', 'EGG-RUG', 'EGG-MOO', 'FOR-OAK', 'FOR-GET', 'FOR-RUG', 'FOR-HIP']","['ALL-10', 'DAD-10', 'RUG-10', 'MOO-10', 'OAK-10', 'GET-10', 'RUG-10', 'HIP-10']",0
GET-NEW,10,-41.25973241,-141.007733,-42.06623437,-11.22186041,-135.328682,-35.38363137,GET_NEW,GET-NEW-10,"['CAB', 'COP', 'FOR', 'OAK', 'WOW', 'HIP', 'USE']",GET-10_NEW-10,"['CAB-GET-10', 'COP-GET-10', 'FOR-GET-10', 'GET-OAK-10', 'GET-WOW-10', 'COP-NEW-10', 'HIP-NEW-10', 'NEW-USE-10']","['CAB-GET', 'COP-GET', 'FOR-GET', 'GET-OAK', 'GET-WOW', 'COP-NEW', 'HIP-NEW', 'NEW-USE']","['CAB-10', 'COP-10', 'FOR-10', 'OAK-10', 'WOW-10', 'COP-10', 'HIP-10', 'USE-9']",1
SAY-WIZ,4,-108.8266474,31.44797198,-6.289134372,-94.22729741,61.19367898,16.15277063,SAY_WIZ,SAY-WIZ-4,"['BED', 'GIN', 'ICE', 'PAW', 'FLY', 'TAX', 'VOW', 'ZZZ']",SAY-4_WIZ-4,"['BED-SAY-4', 'GIN-SAY-4', 'ICE-SAY-4', 'PAW-SAY-4', 'TAX-WIZ-4', 'FLY-WIZ-5', 'VOW-WIZ-6', 'WIZ-ZZZ-4']","['BED-SAY', 'GIN-SAY', 'ICE-SAY', 'PAW-SAY', 'FLY-WIZ', 'TAX-WIZ', 'VOW-WIZ', 'WIZ-ZZZ']","['BED-4', 'GIN-4', 'ICE-4', 'PAW-4', 'TAX-4', 'FLY-5', 'VOW-6', 'ZZZ-6']",0
GAS-TUX,11,98.01878059,-15.46935902,-22.75135137,108.4933236,-13.78822502,8.027349628,GAS_TUX,GAS-TUX-11,"['EYE', 'IVY', 'ODD', 'FOX', 'LUG', 'PAY']",GAS-11_TUX-8,"['GAS-ODD-11', 'EYE-GAS-7', 'GAS-IVY-11', 'FOX-TUX-2', 'IVY-TUX-2', 'LUG-TUX-8', 'PAY-TUX-8']","['EYE-GAS', 'GAS-IVY', 'GAS-ODD', 'FOX-TUX', 'IVY-TUX', 'LUG-TUX', 'PAY-TUX']","['ODD-11', 'EYE-7', 'IVY-7', 'FOX-2', 'IVY-2', 'LUG-8', 'PAY-8']",0
ELK-USE,9,-74.04124941,-98.69556402,-51.81747737,-66.40635841,-76.36781602,-38.83893637,ELK_USE,ELK-USE-9,"['COY', 'KIT', 'TAT', 'COP', 'NEW', 'ONO', 'WIG']",ELK-9_USE-9,"['COY-ELK-9', 'ELK-KIT-9', 'ELK-TAT-9', 'COP-USE-9', 'ONO-USE-9', 'USE-WIG-9', 'NEW-USE-10']","['COY-ELK', 'ELK-KIT', 'ELK-TAT', 'COP-USE', 'NEW-USE', 'ONO-USE', 'USE-WIG']","['COY-9', 'KIT-9', 'TAT-9', 'COP-9', 'ONO-9', 'WIG-9', 'NEW-10']",0
RUG-SAD,10,-46.30678341,-146.611042,5.949316628,-19.93212741,-142.987594,11.08167163,RUG_SAD,RUG-SAD-10,"['EGG', 'FOR', 'GOO', 'HIP', 'ALL']",RUG-10_SAD-10,"['EGG-RUG-10', 'FOR-RUG-10', 'GOO-RUG-10', 'HIP-RUG-10', 'ALL-SAD-10', 'HIP-SAD-10']","['EGG-RUG', 'FOR-RUG', 'GOO-RUG', 'HIP-RUG', 'ALL-SAD', 'HIP-SAD']","['EGG-10', 'FOR-10', 'GOO-10', 'HIP-10', 'ALL-10', 'HIP-10']",0
